Name,2NDTAG,3RDTAG,Agency,Agent notes for human,Area1,Area2,Artifacts,Contact person,Description,Email,Events,Funding Opportunities,Human notes for agent,LinkedIn,Memes,NewsletterScraper (CA),Ontology,Ontology Tags,Phone number,Projects & Areas,Public Email,SAP,Website,related programs and initiatives
Associació / Col·legi d'Enginyers Agrònoms de Catalunya,CATBIS,"Food, Social","network/ecosystem, org",,"Ops in Catalunya, catalan",regional,,,"Enginyers Agrònoms de Catalunya (COEAC) is the Catalan professional college/association for agricultural engineers, offering professional services, training, sector commissions, and representation for agronomy and agri-food professionals.",,,,,https://www.linkedin.com/company/enginyers-agronoms,"Bioeconomy, Eco Social Transition",,"Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Farmer_Support (https://app.notion.com/p/Farmer_Support-3331441510e18121891cff38c403492d?pvs=21), Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Regenerative_Agriculture (https://app.notion.com/p/Regenerative_Agriculture-3331441510e181a3a4c8d5e5948fe526?pvs=21)",agronomy; agricultural engineers; agri-food professionals; professional training; Catalunya; bioeconomy,93 215 26 00 / 93 215 26 04,,agronoms@agronoms.cat,"Catalan public-law professional college and association for agricultural engineers. Relevant to CATBIS as professional and knowledge infrastructure for agronomy, agri-food systems, agriculture, territorial management, environmental practice, food-loss prevention, and bioeconomy transition in Catalunya. Regenerative orientation is indirect but materially relevant through the agri-food professional ecosystem.",https://agronoms.cat/,
Commonland,"CATBIS, bioreg, currently collaborating with",,org,Added CATBIS: strong bioregional regeneration reference actor with Spain presence through AlVelAl and existing collaboration tag preserved. No new collaboration status inferred.,international,regional,,,"Amsterdam-based nonprofit foundation (founded 2013) whose mission is to facilitate large-scale, holistic landscape restoration across degraded ecosystems worldwide. Works in 20+ countries by bringing together farmers, conservationists, investors, companies, and communities around a shared landscape vision. Core framework is the 4 Returns approach — delivering returns of inspiration, social capital, natural capital, and financial capital simultaneously — which has become one of the most widely adopted frameworks in the landscape restoration and bioregional fields. Active on the ground through a growing portfolio of landscape projects across Europe, Africa, and beyond (including the Altiplano Estepario in SE Spain, operated through AlVelAl). Also co-leads the Bioregional Weaving Labs Collective alongside Ashoka and OpEPA, and runs a regional learning network in the Netherlands (the Versnellingshuis). IUCN member; works closely with scientific institutions and the IUCN Commission on Ecosystem Management. Accepts donations and impact investment through a dedicated landscape finance programme.",,,,,https://www.linkedin.com/company/commonland,"Bioregionalism, Regeneration",Registered,"4_Returns (https://app.notion.com/p/4_Returns-3331441510e1817a9381d248d51cb32d?pvs=21), Portfolio_Development (https://app.notion.com/p/Portfolio_Development-3331441510e181df8e8ff4170407af7e?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21), Watershed_Repair (https://app.notion.com/p/Watershed_Repair-3331441510e181d798ede5c0958fe944?pvs=21), Regenerative_Agriculture (https://app.notion.com/p/Regenerative_Agriculture-3331441510e181a3a4c8d5e5948fe526?pvs=21), Investment_Vehicles (https://app.notion.com/p/Investment_Vehicles-3331441510e1819da547e4c9865b3be1?pvs=21)",4 Returns; landscape restoration; bioregional weaving; landscape finance; regenerative agriculture; portfolio development; ecosystem restoration,,,info@commonland.com,"International, operations across Europe, Africa, and beyond; Spain presence through the AlVelAl landscape (Altiplano Estepario). Bioregionalism, regeneration. Portfolio development and landscape finance using the 4 Returns framework; network weaving across changemakers, funders, and public bodies; participatory planning and visioning at landscape scale; watershed and ecosystem restoration; regenerative agriculture; political advocacy at EU level for nature restoration. Co-architect of the BWL Collective framework and a primary conceptual reference for the bioregional knowledge base.",https://commonland.com/es/redes-de-tejido-biorregional-que-conectan-a-las-personas-y-la-tierra/,
Soul Food Forest Farms,,,org,,"catalan, international",,,,,,,,,,,,,,,,,,https://soulfoodforestfarms.it/,
Crisis Coop,,,"org, space",Cultural / educational social-economy actor in Barcelona. Not clearly regeneration-focused; CATBIS not added.,"Ops in Catalunya, catalan",,,,"Barcelona critical-thinking space offering courses, seminars, workshops, reading groups, and public activities across feminism, philosophy, humanities, arts, science, and culture.",,,,,,Eco Social Transition,,,,,,hola@crisicoop.org,,https://crisicoop.org/,
Research & Degrowth / Degrowth Institute,CATBIS,,"network/ecosystem, org","Added CATBIS with confirmation flag: strong ecosocial/post-growth relevance, but Catalunya-specific role should be checked.","Ops in Europe, international",regional,,,"Degrowth organization advancing research, education, events, and organizing for a socially just and ecological economy beyond endless economic growth.",,,,,,"Eco Social Transition, Regeneration",,"Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21), Socioeconomic_Indicators (https://app.notion.com/p/Socioeconomic_Indicators-3331441510e18157a612f3f5a0403f09?pvs=21)",degrowth; post-growth; ecological economics; just transition,,,,"Degrowth research, education, events, and organizing network advancing socially just ecological economies beyond endless growth. Relevant to CATBIS as an ecosocial-transition reference for post-growth economics, ecological justice, policy critique, and movement learning across Europe and beyond.",https://degrowth.org/,
La Fundicio’,"CATBIS, currently collaborating with",,org,"Ontology relation filled for art/storytelling, popular learning, cultural hub role, commons governance, peer learning and network weaving.",catalan,"Baix Llobregat, Mediterranean Pre-Coastal",,,"Cultural and educational cooperative (founded 2006, based in L'Hospitalet de Llobregat) that drives situated processes to collectively institute material and symbolic practices, forms of relation, and knowledges understood as common-use resources. Works at the intersection of critical art, popular education, and community organising, with a long-term, place-based presence in working-class neighbourhoods — particularly La Florida and Bellvitge in L'Hospitalet. Part of La Col·lectiva, the Ateneu Cooperatiu of L'Hospitalet. Operates horizontally and transdisciplinarily, combining feminist, anti-racist, and cooperative principles throughout all its work.",,,,,-,Eco Social Transition,Registered,"Art_and_Storytelling (https://app.notion.com/p/Art_and_Storytelling-3331441510e181ba993ecde5ccf02fac?pvs=21), Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Cultural_Hub_or_Learning_Center (https://app.notion.com/p/Cultural_Hub_or_Learning_Center-3331441510e18163bf4ce6a952135f8c?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Peer_Learning (https://app.notion.com/p/Peer_Learning-3331441510e1811fa2ebc276ab53a2f6?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21)",critical art; popular education; community organising; urban commons; situated knowledge; L'Hospitalet; social economy; cultural commons,,,,"Based in L'Hospitalet (Baix Llobregat, Mediterranean Coastal/Pre-Coastal); work is neighbourhood and territory-rooted. Ecosocial transition. Participatory workshops and community processes; popular and critical education; art and storytelling as social transformation tools; knowledge production and publication; place-making and territorial practices; peer learning; cultural hub and convening. Relevant to the knowledge base for its practice-based approach to commoning, community resilience, and situated socio-environmental processes in urban-periphery contexts.",https://lafundicio.net/,
"Local Futures ",,,org,,,,,,,,,,,,,,,,,,,,https://www.localfutures.org/,
La Ciutat Invisible,,,org,,,,,,,,,,,,,,,,,,cooperativa@laciutatinvisible.coop,,https://www.invisible.coop/,
Fundacio’ Seira,,,"funder, org",Review: duplicate row of Fundació Seira (primary: 9df14415...). Merge or archive this duplicate.,,,,,"Fundació Seira is a Catalan cooperative foundation providing patient capital, loans, and equity to social economy enterprises and cooperatives. It supports democratic ownership models and economic transition in Catalonia through participatory finance.",,,,,,,,,"Investment_Vehicles, Grants_Programs, Collective_Ownership_Models",,,,,https://fundacioseira.coop/en,
"Fjallgas ",,,org,,,,,,,,,,,,,,,,,,,,https://fjallgas.agency/,
CREAF - Centre de Recerca Ecològica i Aplicacions Forestals,"CATBIS, wanna collaborate with",,"org, public body","Ontology relation filled for formal scientific process, ecological monitoring, GIS/Earth observation mapping, citizen science, regenerative agriculture, habitat connectivity and systems mapping. Possible duplicate with shorter CREAF row remains.",catalan,regional,,,"Public research centre founded in 1987 by the Generalitat de Catalunya, UAB, and the Institut d'Estudis Catalans (IEC), with the UB and IRTA subsequently joining. Based at the UAB campus in Cerdanyola del Vallès, CREAF is dedicated to terrestrial ecology, territorial analysis, and global change, pursuing excellence in both basic and applied research. Works across four core areas: biodiversity, ecosystem functioning, global change, and Earth observation (remote sensing and GIS). Key applied topics include regenerative agriculture, nature-based solutions, Mediterranean basin ecosystems, citizen science, and ecosystem services. Produces conceptual and methodological tools to support environmental management and territorial planning by public administrations and private actors. Acts as a bridge between academia, government, and society, and is positioned as a reference centre for terrestrial ecology and global change research in the Mediterranean region.",,,,,https://www.linkedin.com/company/creaf,"Bioregionalism, Eco Social Transition, Regeneration",,"Formal_Scientific_Process (https://app.notion.com/p/Formal_Scientific_Process-3331441510e181298bb3ee02c9dad9da?pvs=21), Ecological_Monitoring (https://app.notion.com/p/Ecological_Monitoring-3331441510e1816ba8f8c71a168a276e?pvs=21), Geographic_and_Ecological_Mapping (https://app.notion.com/p/Geographic_and_Ecological_Mapping-3331441510e1813bbf09e5818bc0fae6?pvs=21), Citizen_or_Community_Science (https://app.notion.com/p/Citizen_or_Community_Science-3331441510e18139bf23e5d54ba36cbe?pvs=21), Regenerative_Agriculture (https://app.notion.com/p/Regenerative_Agriculture-3331441510e181a3a4c8d5e5948fe526?pvs=21), Habitat_Connectivity (https://app.notion.com/p/Habitat_Connectivity-3331441510e18102979cd784e7b26d42?pvs=21), Systems_and_Resource_Mapping (https://app.notion.com/p/Systems_and_Resource_Mapping-3331441510e1817db512f22616e77166?pvs=21)",ecology; forestry; biodiversity; global change; Earth observation; regenerative agriculture; nature-based solutions; Mediterranean ecosystems; ecosystem services,,,contacte@creaf.uab.cat,"Based in Cerdanyola del Vallès, research scope is Catalunya-wide and Mediterranean basin with international collaborations. Regeneration, ecosocial transition. Ecological monitoring and long-term ecosystem research, formal scientific production, geographic and territorial mapping using remote sensing and GIS, citizen science programmes, territorial monitoring of biodiversity and global change impacts. Potential scientific partner and knowledge anchor for the bioregional knowledge base, particularly on Mediterranean ecosystems, land use change, and nature-based solutions.",https://www.creaf.cat/,
